time_s,source,weight_kg,accel_x,accel_y,accel_z,norm_accel,pitch_deg,roll_deg,angle_deg,L_mm,sync
0.833253,video,,,,,,,,0.398434,105.054852,0
0.849918,video,,,,,,,,0.554714,105.641698,0
0.866583,video,,,,,,,,0.399546,104.762641,0
0.883248,video,,,,,,,,-0.080022,104.614087,0
0.899913,video,,,,,,,,0.713189,105.644931,0
0.933243,video,,,,,,,,0.160267,104.468285,0
0.949908,video,,,,,,,,0.160044,104.614393,0
0.966573,video,,,,,,,,-0.080022,104.614087,0
0.983238,video,,,,,,,,0.560136,104.618984,0
0.999903,video,,,,,,,,0.317865,105.346150,0
1.016568,video,,,,,,,,0.561705,104.326780,0
1.033233,video,,,,,,,,0.079910,104.760196,0
1.049898,video,,,,,,,,1.274800,105.078319,0
1.066563,video,,,,,,,,0.553183,105.933902,0
1.083229,video,,,,,,,,0.633952,105.643214,0
1.099894,video,,,,,,,,0.556252,105.349494,0
1.116559,video,,,,,,,,0.394593,106.077590,0
1.133224,video,,,,,,,,0.236758,106.075980,0
1.166554,video,,,,,,,,1.360119,104.643468,0
1.183219,video,,,,,,,,0.560136,104.618984,0
1.199884,video,,,,,,,,0.158057,105.929368,0
1.216549,video,,,,,,,,1.358223,104.789535,0
1.233214,video,,,,,,,,0.632204,105.935414,0
1.249879,video,,,,,,,,0.400104,104.616535,0
1.266544,video,,,,,,,,0.237085,105.929872,0
1.283209,video,,,,,,,,0.634830,105.497114,0
1.299874,video,,,,,,,,0.555482,105.495596,0
1.316539,video,,,,,,,,0.158057,105.929368,0
1.333204,video,,,,,,,,0.720160,104.622249,0
1.349869,video,,,,,,,,0.080022,104.614087,0
1.366534,video,,,,,,,,0.240065,104.614903,0
1.383200,video,,,,,,,,0.080022,104.614087,0
1.399865,video,,,,,,,,0.393509,106.369800,0
1.416530,video,,,,,,,,0.318307,105.200044,0
1.433195,video,,,,,,,,1.200155,104.636939,0
1.449860,video,,,,,,,,0.554714,105.641698,0
1.466525,video,,,,,,,,0.080022,104.614087,0
1.483190,video,,,,,,,,0.080022,104.614087,0
1.499855,video,,,,,,,,0.317865,105.346150,0
1.516520,video,,,,,,,,0.632204,105.935414,0
1.533185,video,,,,,,,,1.358223,104.789535,0
1.549850,video,,,,,,,,0.560920,104.472882,0
1.566515,video,,,,,,,,1.358223,104.789535,0
1.583180,video,,,,,,,,0.552422,106.080004,0
1.599845,video,,,,,,,,0.710242,106.083224,0
1.616510,video,,,,,,,,0.632204,105.935414,0
1.633175,video,,,,,,,,0.632204,105.935414,0
1.649840,video,,,,,,,,0.080022,104.614087,0
1.666505,video,,,,,,,,0.560920,104.472882,0
1.683170,video,,,,,,,,0.553183,105.933902,0
1.699836,video,,,,,,,,0.396779,105.493168,0
1.716501,video,,,,,,,,0.240065,104.614903,0
1.733166,video,,,,,,,,0.080246,104.321869,0
1.749831,video,,,,,,,,0.236432,106.222087,0
1.766496,video,,,,,,,,0.633952,105.643214,0
1.783161,video,,,,,,,,0.239063,105.053226,0
1.799826,video,,,,,,,,1.358223,104.789535,0
1.816491,video,,,,,,,,1.358223,104.789535,0
1.833156,video,,,,,,,,0.315676,106.076684,0
1.849821,video,,,,,,,,0.315676,106.076684,0
1.866486,video,,,,,,,,0.554714,105.641698,0
1.883151,video,,,,,,,,0.635711,105.351014,0
1.899816,video,,,,,,,,0.236432,106.222087,0
1.916481,video,,,,,,,,0.554714,105.641698,0
1.933146,video,,,,,,,,0.555482,105.495596,0
1.949811,video,,,,,,,,0.633952,105.643214,0
1.966476,video,,,,,,,,0.633952,105.643214,0
1.983141,video,,,,,,,,0.318307,105.200044,0
1.999807,video,,,,,,,,-5.665207,91.766287,0
2.016472,video,,,,,,,,0.632204,105.935414,0
2.033137,video,,,,,,,,0.080022,104.614087,0
2.049802,video,,,,,,,,0.555482,105.495596,0
2.066467,video,,,,,,,,0.632204,105.935414,0
2.083132,video,,,,,,,,0.633952,105.643214,0
2.099797,video,,,,,,,,0.633952,105.643214,0
2.116462,video,,,,,,,,0.632204,105.935414,0
2.149792,video,,,,,,,,0.396779,105.493168,0
2.166457,video,,,,,,,,0.555482,105.495596,0
2.183122,video,,,,,,,,0.240065,104.614903,0
2.199787,video,,,,,,,,-2.180873,103.666310,0
2.216452,video,,,,,,,,0.710242,106.083224,0
2.249782,video,,,,,,,,0.080022,104.614087,0
2.266447,video,,,,,,,,0.315242,106.222791,0
2.299778,video,,,,,,,,0.080022,104.614087,0
2.316443,video,,,,,,,,0.559355,104.765086,0
2.333108,video,,,,,,,,0.553183,105.933902,0
2.349773,video,,,,,,,,0.317425,105.492257,0
2.366438,video,,,,,,,,0.396230,105.639273,0
2.383103,video,,,,,,,,0.396779,105.493168,0
2.416433,video,,,,,,,,0.158057,105.929368,0
2.433098,video,,,,,,,,0.317865,105.346150,0
2.449763,video,,,,,,,,0.396779,105.493168,0
2.466428,video,,,,,,,,0.317425,105.492257,0
2.499758,video,,,,,,,,0.397329,105.347062,0
2.516423,video,,,,,,,,0.396779,105.493168,0
2.533088,video,,,,,,,,0.633952,105.643214,0
2.549753,video,,,,,,,,0.080134,104.467978,0
2.566418,video,,,,,,,,0.238400,105.345441,0
2.583083,video,,,,,,,,0.159820,104.760501,0
2.599748,video,,,,,,,,0.559355,104.765086,0
2.616414,video,,,,,,,,-2.587879,103.550720,0
2.633079,video,,,,,,,,0.555482,105.495596,0
2.666409,video,,,,,,,,0.555482,105.495596,0
2.683074,video,,,,,,,,0.080022,104.614087,0
2.699739,video,,,,,,,,0.632204,105.935414,0
2.716404,video,,,,,,,,0.555482,105.495596,0
2.733069,video,,,,,,,,0.394050,106.223695,0
2.749734,video,,,,,,,,0.555482,105.495596,0
2.766399,video,,,,,,,,0.560920,104.472882,0
2.783064,video,,,,,,,,0.079910,104.760196,0
2.799729,video,,,,,,,,-0.160717,104.176068,0
2.816394,video,,,,,,,,1.668337,105.389204,0
2.833059,video,,,,,,,,0.710242,106.083224,0
2.849724,video,,,,,,,,0.554714,105.641698,0
2.866389,video,,,,,,,,-0.157406,106.367693,0
2.899719,video,,,,,,,,-1.283724,104.347957,0
2.916385,video,,,,,,,,-3.122130,104.623167,0
2.933050,video,,,,,,,,-4.233447,104.900199,0
2.949715,video,,,,,,,,-6.609944,102.813555,0
2.966380,video,,,,,,,,-5.988148,105.041033,0
2.983045,video,,,,,,,,-8.208728,105.401660,0
2.999710,video,,,,,,,,-10.127461,105.527665,0
3.016375,video,,,,,,,,-11.262904,104.731561,0
3.033040,video,,,,,,,,-11.716279,105.049365,0
3.049705,video,,,,,,,,-12.988622,104.661827,0
3.066370,video,,,,,,,,-13.918954,103.864944,0
3.083035,video,,,,,,,,-13.821434,103.971767,0
3.099700,video,,,,,,,,-13.688063,104.965199,0
3.116365,video,,,,,,,,-14.191991,104.290351,0
3.183025,video,,,,,,,,-12.397996,104.119904,0
3.233021,video,,,,,,,,-9.475463,104.727892,0
3.266351,video,,,,,,,,-9.356708,104.247663,0
3.299681,video,,,,,,,,-8.242889,104.967843,0
3.316346,video,,,,,,,,-6.499346,104.555402,0
3.349676,video,,,,,,,,-7.383104,104.604597,0
3.366341,video,,,,,,,,-8.456090,105.320614,0
3.383006,video,,,,,,,,-6.667694,104.443760,0
3.449666,video,,,,,,,,-8.836591,105.574890,0
3.549657,video,,,,,,,,-11.710596,106.539352,0
3.566322,video,,,,,,,,-13.575738,105.817158,0
3.599652,video,,,,,,,,-12.271493,105.863952,0
3.616317,video,,,,,,,,-11.572401,106.337283,0
3.632982,video,,,,,,,,-13.144402,104.727892,0
3.649647,video,,,,,,,,-12.571887,105.387482,0
3.666312,video,,,,,,,,-11.263237,105.476573,0
3.682977,video,,,,,,,,-11.635914,105.764793,0
3.699642,video,,,,,,,,-11.092197,105.563263,0
3.716307,video,,,,,,,,-11.042858,104.503426,0
3.732972,video,,,,,,,,-10.570369,104.339057,0
3.766302,video,,,,,,,,-10.497281,105.057290,0
3.782967,video,,,,,,,,-9.317703,104.680182,0
3.799632,video,,,,,,,,-10.169480,105.096196,0
3.816297,video,,,,,,,,-9.238769,104.656625,0
3.832963,video,,,,,,,,-9.225944,104.800841,0
3.849628,video,,,,,,,,-10.226045,104.520993,0
3.866293,video,,,,,,,,-10.319190,104.403282,0
3.882958,video,,,,,,,,-10.068325,104.469511,0
3.899623,video,,,,,,,,-10.347996,104.115804,0
3.916288,video,,,,,,,,-9.317703,104.680182,0
3.949618,video,,,,,,,,-10.361568,105.605621,0
3.966283,video,,,,,,,,-12.346421,104.548052,0
3.982948,video,,,,,,,,-11.732483,104.906304,0
3.999613,video,,,,,,,,-10.873520,105.336322,0
4.016278,video,,,,,,,,-11.558368,105.735421,0
4.032943,video,,,,,,,,-12.006550,106.057463,0
4.049608,video,,,,,,,,-12.100276,105.945086,0
4.066273,video,,,,,,,,-12.807829,104.136716,0
4.082938,video,,,,,,,,-11.745633,105.508243,0
4.099603,video,,,,,,,,-11.716279,105.049365,0
4.116268,video,,,,,,,,-10.702579,105.425152,0
4.132933,video,,,,,,,,-9.902951,106.196259,0
4.149599,video,,,,,,,,-9.397698,106.481428,0
4.166264,video,,,,,,,,-8.764101,106.441224,0
4.182929,video,,,,,,,,-7.872267,105.609260,0
4.199594,video,,,,,,,,-7.291687,105.908810,0
4.216259,video,,,,,,,,-6.927955,105.383430,0
4.232924,video,,,,,,,,-7.016502,105.256138,0
4.249589,video,,,,,,,,-6.575904,105.895103,0
4.266254,video,,,,,,,,-6.868086,105.075780,0
4.282919,video,,,,,,,,-7.578874,105.241128,0
4.299584,video,,,,,,,,-8.558348,105.053226,0
4.316249,video,,,,,,,,-9.005636,105.475864,0
4.332914,video,,,,,,,,-9.920365,105.163612,0
4.349579,video,,,,,,,,-11.092197,105.563263,0
4.366244,video,,,,,,,,-12.348741,105.895103,0
4.382909,video,,,,,,,,-13.688063,104.965199,0
4.399574,video,,,,,,,,-14.614191,105.393862,0
4.416239,video,,,,,,,,-15.269049,105.412901,0
4.449570,video,,,,,,,,-18.160091,105.946295,0
4.466235,video,,,,,,,,-17.961028,106.133521,0
4.482900,video,,,,,,,,-18.207486,104.744605,0
4.499565,video,,,,,,,,-17.750777,104.474006,0
4.516230,video,,,,,,,,-17.425436,104.898673,0
4.532895,video,,,,,,,,-16.615042,104.750414,0
4.549560,video,,,,,,,,-17.173131,104.907831,0
4.566225,video,,,,,,,,-16.890894,104.596944,0
4.582890,video,,,,,,,,-16.407626,104.485755,0
4.599555,video,,,,,,,,-15.199056,104.772218,0
4.616220,video,,,,,,,,-14.874468,104.159365,0
4.632885,video,,,,,,,,-14.387388,104.079300,0
4.649550,video,,,,,,,,-12.240848,104.057556,0
4.666215,video,,,,,,,,-13.377700,104.828439,0
4.682880,video,,,,,,,,-12.934909,105.088985,0
4.699545,video,,,,,,,,-12.502768,104.610924,0
4.716210,video,,,,,,,,-12.416734,105.324263,0
4.732875,video,,,,,,,,-12.554620,105.530092,0
4.749540,video,,,,,,,,-13.388861,106.635589,0
4.782871,video,,,,,,,,-13.113438,105.614818,0
4.799536,video,,,,,,,,-14.875682,106.427585,0
4.816201,video,,,,,,,,-14.055419,105.884619,0
4.832866,video,,,,,,,,-15.385695,106.835596,0
4.849531,video,,,,,,,,-15.048026,106.361873,0
4.866196,video,,,,,,,,-14.971991,106.324032,0
4.882861,video,,,,,,,,-15.310118,106.796924,0
4.899526,video,,,,,,,,-15.179340,106.579119,0
4.916191,video,,,,,,,,-14.855515,106.568803,0
4.932856,video,,,,,,,,-14.017010,105.565690,0
4.949521,video,,,,,,,,-13.575738,105.817158,0
4.966186,video,,,,,,,,-12.605577,106.449346,0
4.982851,video,,,,,,,,-12.022992,105.914555,0
4.999516,video,,,,,,,,-10.846884,106.368295,0
5.016181,video,,,,,,,,-9.906669,105.307540,0
5.032846,video,,,,,,,,-9.552755,106.529534,0
5.049511,video,,,,,,,,-8.421169,105.754195,0
5.066177,video,,,,,,,,-7.134934,104.694151,0
5.082842,video,,,,,,,,-6.375321,105.264960,0
5.099507,video,,,,,,,,-5.702614,104.400112,0
5.116172,video,,,,,,,,-4.717216,104.822940,0
5.132837,video,,,,,,,,-4.472130,104.933467,0
5.149502,video,,,,,,,,-4.622370,103.342910,0
5.166167,video,,,,,,,,-4.251195,104.463074,0
5.182832,video,,,,,,,,-5.444178,103.180003,0
5.199497,video,,,,,,,,-5.470796,104.212025,0
5.216162,video,,,,,,,,-6.690813,102.830476,0
5.232827,video,,,,,,,,-7.438436,102.702202,0
5.249492,video,,,,,,,,-7.497978,103.010931,0
5.266157,video,,,,,,,,-7.900461,103.108805,0
5.282822,video,,,,,,,,-7.891702,104.286666,0
5.299487,video,,,,,,,,-8.518775,103.564944,0
5.316152,video,,,,,,,,-8.164282,103.913849,0
5.332817,video,,,,,,,,-9.597709,101.653593,0
5.349482,video,,,,,,,,-8.141578,103.169968,0
5.366148,video,,,,,,,,-7.680778,102.759867,0
5.382813,video,,,,,,,,-8.004729,103.872754,0
5.399478,video,,,,,,,,-7.858775,104.720859,0
5.416143,video,,,,,,,,-7.812174,104.266706,0
5.449473,video,,,,,,,,-8.550635,104.164592,0
5.466138,video,,,,,,,,-8.922681,104.564386,0
5.482803,video,,,,,,,,-9.291878,104.968555,0
5.499468,video,,,,,,,,-9.671573,105.233014,0
5.516133,video,,,,,,,,-9.436367,106.049009,0
5.532798,video,,,,,,,,-9.747567,106.146394,0
5.549463,video,,,,,,,,-9.578909,106.241379,0
5.566128,video,,,,,,,,-9.280555,106.001491,0
5.582793,video,,,,,,,,-8.829745,106.607959,0
5.599458,video,,,,,,,,-8.817707,106.752338,0
5.616123,video,,,,,,,,-8.727969,104.952691,0
5.649453,video,,,,,,,,-5.804086,106.915394,0
5.699449,video,,,,,,,,-4.671685,105.842272,0
5.732779,video,,,,,,,,-4.057300,105.316256,0
5.749444,video,,,,,,,,-4.153853,104.889515,0
5.766109,video,,,,,,,,-3.175429,105.506523,0
5.782774,video,,,,,,,,-4.869585,104.992957,0
5.832769,video,,,,,,,,-5.829579,105.010950,0
5.882764,video,,,,,,,,-9.528961,103.262729,0
5.916094,video,,,,,,,,-10.187887,102.430167,0
5.932759,video,,,,,,,,-9.542400,103.118639,0
5.949424,video,,,,,,,,-9.834627,103.505046,0
5.966089,video,,,,,,,,-10.943779,103.128990,0
5.982755,video,,,,,,,,-10.974687,102.842101,0
5.999420,video,,,,,,,,-12.670431,102.582716,0
6.016085,video,,,,,,,,-11.913693,103.333201,0
6.066080,video,,,,,,,,-10.683432,104.823755,0
6.082745,video,,,,,,,,-11.558368,105.735421,0
6.099410,video,,,,,,,,-12.288323,105.721186,0
6.116075,video,,,,,,,,-13.344809,105.715128,0
6.132740,video,,,,,,,,-12.630727,106.909004,0
6.149405,video,,,,,,,,-12.947392,106.293610,0
6.166070,video,,,,,,,,-12.657273,106.021628,0
6.182735,video,,,,,,,,-12.018012,106.659510,0
6.199400,video,,,,,,,,-11.525214,106.766736,0
6.216065,video,,,,,,,,-10.687853,105.568723,0
6.232730,video,,,,,,,,-9.449327,105.904879,0
6.249395,video,,,,,,,,-8.029249,105.649680,0
6.266060,video,,,,,,,,-6.811392,105.946194,0
6.282725,video,,,,,,,,-5.860046,105.897925,0
6.299391,video,,,,,,,,-4.842661,105.575295,0
6.316056,video,,,,,,,,-3.893293,105.441755,0
6.332721,video,,,,,,,,-3.166663,105.798293,0
6.349386,video,,,,,,,,-2.138683,105.710382,0
6.366051,video,,,,,,,,-1.670653,105.243157,0
6.382716,video,,,,,,,,-1.988638,105.261817,0
6.399381,video,,,,,,,,-2.059542,105.705030,0
6.416046,video,,,,,,,,-3.175429,105.506523,0
6.432711,video,,,,,,,,-4.165448,104.598067,0
6.449376,video,,,,,,,,-5.925332,104.735230,0
6.482706,video,,,,,,,,-8.880659,104.108730,0
6.516036,video,,,,,,,,-11.765025,104.620208,0
6.532701,video,,,,,,,,-12.910658,104.629084,0
6.549366,video,,,,,,,,-14.425211,104.398681,0
6.566031,video,,,,,,,,-14.095271,103.191485,0
6.582696,video,,,,,,,,-16.176781,104.362788,0
6.599362,video,,,,,,,,-16.990823,104.499749,0
6.616027,video,,,,,,,,-17.799767,104.195738,0
6.632692,video,,,,,,,,-17.368395,104.253601,0
6.649357,video,,,,,,,,-15.419453,102.760698,0
6.666022,video,,,,,,,,-15.004920,102.709996,0
6.682687,video,,,,,,,,-15.857620,104.803591,0
6.716017,video,,,,,,,,-14.191097,104.892771,0
6.732682,video,,,,,,,,-13.978698,105.849230,0
6.749347,video,,,,,,,,-13.575738,105.817158,0
6.766012,video,,,,,,,,-13.059705,106.041761,0
6.782677,video,,,,,,,,-13.847274,107.444409,0
6.799342,video,,,,,,,,-13.407064,106.493457,0
6.816007,video,,,,,,,,-13.082991,106.501775,0
6.899333,video,,,,,,,,-20.516545,99.218606,0
6.932663,video,,,,,,,,-9.906669,105.307540,0
6.949328,video,,,,,,,,-9.215247,105.833800,0
6.965993,video,,,,,,,,-8.432777,105.609664,0
6.982658,video,,,,,,,,-7.479297,105.511682,0
6.999323,video,,,,,,,,-6.792701,106.236355,0
7.015988,video,,,,,,,,-6.508422,104.410234,0
7.032653,video,,,,,,,,-5.402724,105.521090,0
7.049318,video,,,,,,,,-5.646486,103.949487,0
7.065983,video,,,,,,,,-4.869585,104.992957,0
7.082648,video,,,,,,,,-4.876363,104.847376,0
7.099313,video,,,,,,,,-5.049487,104.581534,0
7.115978,video,,,,,,,,-5.481695,105.534947,0
7.132643,video,,,,,,,,-6.643719,103.556080,0
7.149308,video,,,,,,,,-7.992151,102.984298,0
7.165973,video,,,,,,,,-8.546960,102.242840,0
7.182638,video,,,,,,,,-8.004729,103.872754,0
7.232634,video,,,,,,,,-10.554180,102.104211,0
7.249299,video,,,,,,,,16.909272,95.444469,0
7.282629,video,,,,,,,,-10.894753,102.814386,0
7.315959,video,,,,,,,,-9.422441,103.526906,0
7.382619,video,,,,,,,,-17.476349,93.899053,0
7.415949,video,,,,,,,,-8.354351,105.588336,0
7.432614,video,,,,,,,,-8.220084,105.257051,0
7.499274,video,,,,,,,,-7.407691,106.525826,0
7.565935,video,,,,,,,,-7.599806,107.162499,0
7.599265,video,,,,,,,,-7.387482,106.815612,0
7.682590,video,,,,,,,,-3.887910,105.587527,0
7.699255,video,,,,,,,,-3.087651,105.790323,0
7.715920,video,,,,,,,,-3.882541,105.733301,0
7.732585,video,,,,,,,,-3.254646,105.514717,0
7.765915,video,,,,,,,,-3.193107,104.922990,0
7.782580,video,,,,,,,,-4.683264,103.791645,0
7.799245,video,,,,,,,,-4.102797,104.150347,0
7.815910,video,,,,,,,,-5.230807,104.171150,0
7.832576,video,,,,,,,,-5.950189,104.299255,0
7.849241,video,,,,,,,,-8.095524,102.715400,0
7.899236,video,,,,,,,,-9.848460,103.361087,0
7.915901,video,,,,,,,,-11.808424,102.099193,0
7.932566,video,,,,,,,,-11.165933,102.611430,0
7.949231,video,,,,,,,,-11.532996,103.041702,0
7.965896,video,,,,,,,,-12.396281,102.772850,0
7.982561,video,,,,,,,,-11.918077,102.588231,0
7.999226,video,,,,,,,,-3.643438,101.165734,0
8.015891,video,,,,,,,,-11.357012,104.616944,0
8.065886,video,,,,,,,,-11.700118,105.192434,0
8.082551,video,,,,,,,,-11.356679,105.361956,0
8.099216,video,,,,,,,,-10.843618,105.623308,0
8.115881,video,,,,,,,,-10.721510,106.026561,0
8.132547,video,,,,,,,,-10.551810,106.116222,0
8.149212,video,,,,,,,,-10.058187,106.246905,0
8.165877,video,,,,,,,,-10.776818,104.707404,0
8.182542,video,,,,,,,,-10.226045,104.520993,0
8.199207,video,,,,,,,,-9.187681,105.233521,0
8.215872,video,,,,,,,,-8.018197,105.794358,0
8.232537,video,,,,,,,,-7.400617,105.492763,0
8.249202,video,,,,,,,,-6.000755,106.218771,0
8.265867,video,,,,,,,,-5.279924,106.380336,0
8.282532,video,,,,,,,,-4.362242,105.650589,0
8.299197,video,,,,,,,,-3.551733,106.132817,0
8.315862,video,,,,,,,,-2.718707,104.731867,0
8.332527,video,,,,,,,,-2.147585,105.272362,0
8.349192,video,,,,,,,,-1.814549,106.128292,0
8.365857,video,,,,,,,,-1.511621,105.235043,0
8.382522,video,,,,,,,,-2.062392,105.559016,0
8.399187,video,,,,,,,,-2.242605,104.547950,0
8.432518,video,,,,,,,,-4.171269,104.452344,0
8.449183,video,,,,,,,,-4.074243,104.879033,0
8.465848,video,,,,,,,,-6.454344,105.281284,0
8.499178,video,,,,,,,,-9.845168,104.249813,0
8.515843,video,,,,,,,,-11.814173,104.191128,0
8.532508,video,,,,,,,,-13.277274,104.334556,0
8.549173,video,,,,,,,,-16.429301,95.053031,0
8.565838,video,,,,,,,,-13.042775,104.234761,0
8.582503,video,,,,,,,,-17.108658,103.801311,0
8.599168,video,,,,,,,,-15.297207,104.669679,0
8.615833,video,,,,,,,,-17.569981,104.062582,0
8.632498,video,,,,,,,,-17.368395,104.253601,0
8.649163,video,,,,,,,,-16.484453,104.527120,0
8.665828,video,,,,,,,,-15.759051,104.904371,0
8.682493,video,,,,,,,,-16.164499,104.964793,0
8.699158,video,,,,,,,,-15.562482,105.106860,0
8.715823,video,,,,,,,,-15.660672,105.005461,0
8.732488,video,,,,,,,,-14.247595,105.672713,0
8.749154,video,,,,,,,,-12.278308,105.119045,0
8.782484,video,,,,,,,,-11.542526,105.878571,0
8.799149,video,,,,,,,,-10.843618,105.623308,0
8.815814,video,,,,,,,,-9.436148,105.160263,0
8.832479,video,,,,,,,,-11.027535,104.646834,0
8.849144,video,,,,,,,,-11.184490,104.703122,0
8.865809,video,,,,,,,,-11.154660,105.734815,0
8.882474,video,,,,,,,,-11.169003,104.846460,0
8.899139,video,,,,,,,,-11.262904,104.731561,0
8.915804,video,,,,,,,,-11.515293,103.929872,0
8.932469,video,,,,,,,,-11.200798,105.304803,0
8.949134,video,,,,,,,,-11.247314,104.874860,0
8.965799,video,,,,,,,,-11.309932,105.046723,0
8.982464,video,,,,,,,,-11.892795,104.221141,0
8.999129,video,,,,,,,,-11.988051,104.108422,0
9.015794,video,,,,,,,,5.384577,99.647674,0
9.032459,video,,,,,,,,-12.319445,104.088633,0
9.049125,video,,,,,,,,-11.481991,104.961233,0
9.065790,video,,,,,,,,-11.356679,105.361956,0
9.115785,video,,,,,,,,-11.107475,105.419887,0
9.132450,video,,,,,,,,-11.185377,105.448133,0
9.149115,video,,,,,,,,-11.810593,104.936112,0
9.165780,video,,,,,,,,-11.200798,105.304803,0
9.182445,video,,,,,,,,-10.750967,105.739458,0
9.215775,video,,,,,,,,-12.133493,105.659378,0
9.232440,video,,,,,,,,-11.790877,105.824118,0
9.249105,video,,,,,,,,-12.288323,105.721186,0
9.265770,video,,,,,,,,-12.039479,105.771655,0
9.282435,video,,,,,,,,-11.884579,105.711089,0
9.299100,video,,,,,,,,-11.745633,105.508243,0
9.315765,video,,,,,,,,-11.403147,105.677258,0
9.332430,video,,,,,,,,-10.876585,106.081313,0
9.349095,video,,,,,,,,-11.659293,103.386695,0
9.365761,video,,,,,,,,-10.143923,107.017376,0
9.382426,video,,,,,,,,-9.787789,105.714421,0
9.399091,video,,,,,,,,-9.306097,105.713108,0
9.415756,video,,,,,,,,-9.541043,104.896129,0
9.432421,video,,,,,,,,-8.776100,106.296823,0
9.449086,video,,,,,,,,-8.956212,106.053135,0
9.482416,video,,,,,,,,-9.318920,105.568925,0
9.532411,video,,,,,,,,-10.101876,103.293114,0
9.549076,video,,,,,,,,-10.879385,102.957865,0
9.565741,video,,,,,,,,-11.357350,103.871932,0
9.582406,video,,,,,,,,-11.768289,103.875220,0
9.599071,video,,,,,,,,-11.675679,103.243605,0
9.615736,video,,,,,,,,-12.292231,103.629237,0
9.632401,video,,,,,,,,-12.415282,103.977208,0
9.649066,video,,,,,,,,-11.497890,104.818052,0
9.665732,video,,,,,,,,-11.716279,105.049365,0
9.715727,video,,,,,,,,-11.263564,106.221585,0
9.749057,video,,,,,,,,-12.217327,104.945266,0
9.765722,video,,,,,,,,-11.048450,106.738439,0
9.782387,video,,,,,,,,-12.416734,105.324263,0
9.799052,video,,,,,,,,-11.774734,105.967148,0
9.815717,video,,,,,,,,-11.542526,105.878571,0
9.832382,video,,,,,,,,-11.716279,105.049365,0
9.849047,video,,,,,,,,-11.372791,104.473700,0
9.865712,video,,,,,,,,-11.735505,104.161312,0
9.882377,video,,,,,,,,-11.278538,104.588270,0
9.899042,video,,,,,,,,-9.930139,105.908407,0
9.915707,video,,,,,,,,-9.423442,106.193143,0
9.932372,video,,,,,,,,-8.956212,106.053135,0
9.949037,video,,,,,,,,-8.764101,106.441224,0
9.965703,video,,,,,,,,-8.363598,106.476917,0
9.982368,video,,,,,,,,-7.715167,105.569633,0
9.999033,video,,,,,,,,-7.715167,105.569633,0
10.015698,video,,,,,,,,-7.489639,105.366818,0
10.032363,video,,,,,,,,-7.847859,104.865598,0
10.049028,video,,,,,,,,-7.847859,104.865598,0
10.065693,video,,,,,,,,-8.848789,105.430518,0
10.082358,video,,,,,,,,-9.227932,105.689580,0
10.099023,video,,,,,,,,-11.169997,105.591470,0
10.132353,video,,,,,,,,-12.244528,105.404597,0
10.149018,video,,,,,,,,-15.074376,105.618457,0
10.182348,video,,,,,,,,-16.867671,104.736758,0
