time_ms,weight_kg,accel_x,accel_y,accel_z,tilt_x,tilt_y,sync
1924198.0,-2.4573,0.3112,0.9768,9.7875,5.697,-1.821,0
1924248.0,-2.598,0.3448,0.9577,9.8402,5.555,-2.007,0
1924298.0,-2.4726,0.3208,0.9768,9.8306,5.672,-1.869,0
1924348.0,-2.6302,0.3304,0.9673,9.845,5.608,-1.922,0
1924398.0,-2.5922,0.3304,0.9864,9.8306,5.727,-1.925,0
1924448.0,-2.6078,0.316,0.9673,9.845,5.608,-1.839,0
1924498.0,-2.4626,0.2873,0.9481,9.8641,5.488,-1.668,0
1924548.0,-2.5441,0.3065,0.9577,9.8354,5.559,-1.785,0
1924598.0,-2.443,0.3304,0.9673,9.8162,5.624,-1.928,0
1924648.0,-2.4891,0.3208,0.9816,9.8114,5.71,-1.873,0
1924698.0,-2.4864,0.3065,0.9625,9.9168,5.541,-1.77,0
1924748.0,-2.6353,0.3256,0.9673,9.845,5.608,-1.894,0
1924798.0,-2.5226,0.3496,0.9337,9.8306,5.422,-2.036,0
1924848.0,-2.6078,0.3543,0.9242,9.8354,5.364,-2.063,0
1924898.0,-2.5057,0.3256,0.9816,9.8162,5.707,-1.9,0
1924948.0,-2.5762,0.2969,0.9194,9.8545,5.328,-1.726,0
1924998.0,-2.4348,0.3017,0.9337,9.821,5.429,-1.759,0
1925048.0,-2.4896,0.3304,0.9673,9.821,5.622,-1.927,0
1925098.0,-2.4365,0.3208,0.8954,9.8497,5.192,-1.866,0
1925148.0,-2.6055,0.316,0.9577,9.8593,5.545,-1.836,0
1925198.0,-2.5338,0.3352,0.905,9.8067,5.27,-1.958,0
1925248.0,-2.6468,0.3496,0.9481,9.8497,5.495,-2.032,0
1925298.0,-2.6397,0.316,0.9194,9.7923,5.361,-1.849,0
1925348.0,-2.5969,0.3304,0.9481,9.8306,5.506,-1.925,0
1925398.0,-2.4816,0.3208,0.9385,9.8306,5.451,-1.869,0
1925448.0,-2.4721,0.2873,0.9433,9.8306,5.479,-1.674,0
1925498.0,-2.4406,0.3448,0.9529,9.8114,5.544,-2.012,0
1925548.0,-2.5957,0.3448,0.9337,9.8641,5.404,-2.002,0
1925598.0,-2.514,0.3256,0.9577,9.8306,5.561,-1.897,0
1925648.0,-2.6345,0.2873,0.8954,9.8354,5.2,-1.673,0
1925698.0,-2.5762,0.3208,0.9529,9.845,5.526,-1.866,0
1925748.0,-2.6122,0.3208,0.9337,9.8162,5.431,-1.872,0
1925798.0,-2.4464,0.34,0.929,9.7731,5.426,-1.992,0
1925848.0,-2.5282,0.2729,0.9577,9.8881,5.53,-1.581,0
