time_ms,weight_kg,accel_x,accel_y,accel_z,tilt_x,tilt_y,sync
241146.0,-2.4743,0.316,0.9385,9.912,5.406,-1.826,0
241196.0,-2.5356,0.34,0.929,9.8497,5.385,-1.977,0
241246.0,-2.4383,0.3448,0.9625,9.8545,5.575,-2.004,0
241296.0,-2.5522,0.3352,0.9337,9.8497,5.412,-1.949,0
241346.0,-2.4919,0.3065,0.9673,9.8258,5.619,-1.786,0
241396.0,-2.5912,0.3304,0.9864,9.7923,5.749,-1.932,0
241446.0,-2.5257,0.3639,0.9673,9.8689,5.594,-2.112,0
241496.0,-2.6092,0.3065,0.9577,9.8162,5.57,-1.788,0
241546.0,-2.4651,0.34,0.9673,9.7779,5.646,-1.991,0
241596.0,-2.5692,0.34,0.9625,9.8258,5.591,-1.982,0
241646.0,-2.4505,0.2825,0.9433,9.821,5.484,-1.648,0
241696.0,-2.5199,0.3352,0.9433,9.821,5.483,-1.955,0
241746.0,-2.483,0.34,0.9768,9.821,5.677,-1.983,0
241796.0,-2.597,0.34,0.9242,9.7923,5.388,-1.988,0
241846.0,-2.5597,0.3735,0.9337,9.8641,5.404,-2.168,0
241896.0,-2.5983,0.3735,0.9673,9.8258,5.618,-2.177,0
241946.0,-2.4828,0.3017,0.9864,9.8114,5.738,-1.761,0
241996.0,-2.6177,0.3065,0.972,9.9072,5.601,-1.772,0
242046.0,-2.4518,0.3448,0.9625,9.8114,5.599,-2.012,0
242096.0,-2.5745,0.3543,0.9337,9.7923,5.443,-2.072,0
242146.0,-2.4757,0.3256,0.9481,9.845,5.498,-1.894,0
242196.0,-2.5949,0.316,0.9529,9.8258,5.536,-1.842,0
242246.0,-2.5176,0.3112,0.929,9.8354,5.393,-1.813,0
242296.0,-2.6133,0.34,0.9481,9.8593,5.49,-1.975,0
242346.0,-2.5113,0.34,0.9337,9.8114,5.433,-1.985,0
242396.0,-2.613,0.3352,0.929,9.8785,5.369,-1.943,0
242446.0,-2.4668,0.3304,0.972,9.8354,5.641,-1.924,0
242496.0,-2.5312,0.3591,0.9673,9.845,5.608,-2.089,0
242546.0,-2.4479,0.3352,0.9337,9.8354,5.42,-1.952,0
242596.0,-2.5712,0.2921,0.9098,9.8497,5.275,-1.699,0
242646.0,-2.5017,0.3304,0.9625,9.8114,5.599,-1.929,0
242696.0,-2.62,0.3208,0.9529,9.8067,5.547,-1.874,0
242746.0,-2.5299,0.34,0.9481,9.821,5.511,-1.983,0
242796.0,-2.6058,0.249,0.9242,9.7588,5.408,-1.462,0
242846.0,-2.4499,0.2873,0.9816,9.8593,5.683,-1.669,0
242896.0,-2.5528,0.34,0.9194,9.8402,5.335,-1.979,0
242946.0,-2.4356,0.316,0.9768,9.8306,5.672,-1.841,0
242996.0,-2.577,0.3256,0.9816,9.8354,5.696,-1.896,0
243046.0,-2.4861,0.3496,0.9529,9.8497,5.522,-2.032,0
243096.0,-2.633,0.3256,1.0104,9.8258,5.868,-1.898,0
243146.0,-2.5318,0.3065,0.9529,9.8593,5.518,-1.78,0
243196.0,-2.6346,0.3208,0.9146,9.754,5.354,-1.884,0
243246.0,-2.4814,0.34,0.9768,9.8114,5.682,-1.985,0
243296.0,-2.5729,0.3543,0.9625,9.8306,5.588,-2.064,0
243346.0,-2.4279,0.3496,0.9385,9.8067,5.463,-2.041,0
243396.0,-2.5482,0.3304,0.996,9.8067,5.796,-1.93,0
243446.0,-2.5078,0.3448,0.9625,9.8497,5.578,-2.005,0
243496.0,-2.6054,0.2873,0.9242,9.8881,5.337,-1.664,0
243546.0,-2.5878,0.3017,0.9673,9.9024,5.576,-1.745,0
243596.0,-2.6294,0.3496,0.9673,9.8067,5.629,-2.041,0
243646.0,-2.4841,0.3304,0.972,9.821,5.649,-1.927,0
243696.0,-2.5679,0.3448,0.9433,9.8641,5.459,-2.002,0
243746.0,-2.4374,0.3543,0.9577,9.8258,5.563,-2.065,0
243796.0,-2.5294,0.3304,0.9242,9.8114,5.378,-1.929,0
243846.0,-2.4806,0.3304,0.9481,9.8306,5.506,-1.925,0
243896.0,-2.6329,0.3017,0.972,9.845,5.636,-1.755,0
243946.0,-2.5675,0.3208,0.9194,9.7875,5.363,-1.877,0
243996.0,-2.6109,0.316,0.9481,9.821,5.511,-1.843,0
244046.0,-2.5119,0.3112,0.9577,9.7923,5.583,-1.821,0
244096.0,-2.5765,0.3208,0.996,9.8497,5.771,-1.866,0
244146.0,-2.4284,0.3304,0.929,9.7875,5.419,-1.933,0
244196.0,-2.4743,0.3591,0.9816,9.8258,5.701,-2.093,0
244246.0,-2.4394,0.3208,0.9577,9.8833,5.532,-1.859,0
244296.0,-2.6206,0.3543,0.9625,9.8258,5.591,-2.065,0
244346.0,-2.5333,0.3974,0.9816,9.7923,5.72,-2.324,0
244396.0,-2.6607,0.3256,0.9768,9.8258,5.674,-1.898,0
244446.0,-2.5011,0.3065,0.929,9.8497,5.385,-1.782,0
244496.0,-2.5989,0.3448,0.9385,9.8019,5.466,-2.014,0
244546.0,-2.4472,0.3448,0.9577,9.7971,5.58,-2.015,0
244596.0,-2.457,0.3304,0.9816,9.845,5.691,-1.922,0
244646.0,-2.447,0.3496,0.9816,9.8306,5.699,-2.036,0
244696.0,-2.538,0.3543,0.929,9.8641,5.377,-2.057,0
244746.0,-2.5109,0.34,0.9864,9.9168,5.677,-1.963,0
244796.0,-2.6708,0.316,0.9625,9.8833,5.559,-1.832,0
244846.0,-2.6099,0.3639,0.9529,9.8497,5.522,-2.116,0
244896.0,-2.6094,0.3208,0.9242,9.8258,5.37,-1.87,0
244946.0,-2.5084,0.3304,0.9433,9.8258,5.481,-1.926,0
244996.0,-2.6478,0.3112,0.9385,9.8067,5.464,-1.818,0
245046.0,-2.4384,0.3496,0.972,9.8067,5.657,-2.041,0
245096.0,-2.5423,0.3735,0.9673,9.8737,5.591,-2.166,0
245146.0,-2.4965,0.34,0.8954,9.8785,5.176,-1.971,0
245196.0,-2.495,0.4166,0.9625,9.7779,5.617,-2.44,0
245246.0,-2.7616,0.4788,0.929,9.7157,5.455,-2.822,0
245296.0,-2.0679,0.3926,0.7614,9.8976,4.395,-2.272,0
245346.0,-3.2149,0.929,1.2402,9.7444,7.221,-5.446,0
245396.0,-2.2271,0.6225,0.9146,9.8258,5.307,-3.625,0
245446.0,-2.5285,0.2586,0.9625,9.9934,5.499,-1.482,0
245496.0,-2.703,0.316,0.9816,9.9311,5.642,-1.823,0
245546.0,-1.9102,0.34,0.9577,9.8881,5.529,-1.969,0
245596.0,-2.9699,0.316,0.9912,9.7492,5.802,-1.857,0
245646.0,-2.4921,0.1197,0.929,9.8593,5.382,-0.696,0
245696.0,-2.3884,0.3256,1.0104,9.9455,5.798,-1.875,0
245746.0,-2.883,0.3448,0.9098,9.73,5.339,-2.029,0
245796.0,-2.2711,0.2442,0.9194,9.8114,5.352,-1.426,0
245846.0,-2.5633,0.4022,0.9242,9.8497,5.356,-2.338,0
245896.0,-2.3749,0.2969,1.0056,9.8258,5.841,-1.731,0
245946.0,-2.3216,0.3352,0.9816,9.8641,5.68,-1.946,0
245996.0,-2.861,0.3112,0.9625,9.8258,5.592,-1.814,0
246046.0,-2.344,0.3208,1.0008,9.8545,5.796,-1.865,0
246096.0,-2.6736,0.3783,0.9768,9.7683,5.706,-2.218,0
246146.0,-2.5939,0.2969,0.9625,9.7731,5.622,-1.74,0
246196.0,-2.4892,0.3639,0.9337,9.8593,5.406,-2.114,0
246246.0,-2.5678,0.3591,0.9625,9.8402,5.583,-2.09,0
246296.0,-2.3965,0.2825,0.9912,9.8593,5.739,-1.641,0
246346.0,-2.5213,0.3879,0.9242,9.8497,5.356,-2.255,0
246396.0,-2.6736,0.3591,0.9673,9.8306,5.616,-2.092,0
246446.0,-2.4145,0.2969,0.905,9.8114,5.268,-1.733,0
246496.0,-2.6991,0.316,0.9816,9.8497,5.688,-1.838,0
246546.0,-2.5235,0.2969,0.9529,9.8833,5.505,-1.721,0
246596.0,-2.5613,0.3208,0.972,9.8402,5.639,-1.867,0
246646.0,-2.4919,0.3065,0.9242,9.7971,5.386,-1.792,0
246696.0,-2.4637,0.3017,0.9673,9.8641,5.598,-1.752,0
246746.0,-2.5508,0.3448,0.9002,9.8162,5.237,-2.012,0
246796.0,-2.4135,0.2825,0.8715,9.845,5.057,-1.644,0
246846.0,-2.5186,0.3448,0.9673,9.7492,5.662,-2.025,0
246896.0,-2.6529,0.3256,0.9337,9.8497,5.412,-1.893,0
246946.0,-2.5722,0.3496,0.9385,9.8497,5.44,-2.032,0
246996.0,-2.6413,0.3591,0.9146,9.754,5.353,-2.109,0
247046.0,-2.4474,0.3256,0.9625,9.8162,5.597,-1.9,0
247096.0,-2.6004,0.3735,0.9673,9.845,5.607,-2.173,0
247146.0,-2.4817,0.3639,0.9816,9.8402,5.693,-2.118,0
247196.0,-2.4271,0.3256,0.9529,9.8497,5.523,-1.893,0
247246.0,-2.5288,0.3304,0.9816,9.8689,5.677,-1.917,0
247296.0,-2.6021,0.3017,0.972,9.8354,5.642,-1.757,0
247346.0,-2.5826,0.3591,0.9673,9.8354,5.613,-2.091,0
247396.0,-2.6125,0.3448,0.9577,9.8354,5.558,-2.008,0
247446.0,-2.563,0.3352,0.9385,9.8067,5.464,-1.958,0
247496.0,-2.5658,0.3352,0.9577,9.7779,5.591,-1.963,0
247546.0,-2.425,0.3256,0.9194,9.8067,5.353,-1.902,0
247596.0,-2.5013,0.3448,0.9673,9.8689,5.594,-2.001,0
247646.0,-2.5218,0.3112,0.9529,9.8545,5.52,-1.809,0
247696.0,-2.5963,0.3065,0.9194,9.8593,5.325,-1.78,0
247746.0,-2.5745,0.3304,0.972,9.8545,5.63,-1.92,0
247796.0,-2.6041,0.3352,0.929,9.8641,5.377,-1.946,0
247846.0,-2.6182,0.3352,0.9673,9.845,5.608,-1.95,0
247896.0,-2.5801,0.3208,0.9194,9.8114,5.35,-1.873,0
247946.0,-2.4421,0.3352,0.9529,9.845,5.525,-1.95,0
247996.0,-2.5017,0.3017,0.972,9.7492,5.691,-1.772,0
248046.0,-2.4695,0.316,0.9625,9.7875,5.613,-1.849,0
248096.0,-2.4616,0.2969,0.9577,9.8641,5.543,-1.724,0
248146.0,-2.5122,0.3304,0.9337,9.7971,5.441,-1.932,0
248196.0,-2.6264,0.3496,0.9385,9.7971,5.469,-2.043,0
248246.0,-2.6281,0.3352,0.929,9.8497,5.385,-1.949,0
248296.0,-2.6153,0.3735,0.9673,9.8258,5.618,-2.177,0
248346.0,-2.4409,0.3208,0.929,9.7875,5.419,-1.877,0
248396.0,-2.5148,0.2921,0.9529,9.8641,5.515,-1.696,0
248446.0,-2.4691,0.3448,0.9625,9.8593,5.572,-2.003,0
248496.0,-2.4674,0.3304,0.9002,9.8593,5.214,-1.919,0
248546.0,-2.4996,0.3352,0.9577,9.7731,5.593,-1.964,0
248596.0,-2.6423,0.3256,0.9577,9.8545,5.548,-1.892,0
248646.0,-2.5821,0.2873,0.9625,9.8497,5.579,-1.671,0
248696.0,-2.6213,0.3352,0.9625,9.8162,5.597,-1.956,0
248746.0,-2.5997,0.3352,0.9529,9.7779,5.563,-1.963,0
248796.0,-2.5101,0.3687,0.9673,9.8785,5.588,-2.138,0
248846.0,-2.4745,0.34,0.9768,9.8114,5.682,-1.985,0
248896.0,-2.4609,0.3352,0.9242,9.821,5.373,-1.955,0
248946.0,-2.543,0.3352,0.9481,9.8306,5.506,-1.953,0
248996.0,-2.6765,0.3448,0.9433,9.8258,5.48,-2.01,0
249046.0,-2.5965,0.3735,0.9673,9.7875,5.64,-2.185,0
249096.0,-2.5594,0.3735,0.8619,9.8545,4.995,-2.171,0
249146.0,-2.7553,0.1245,1.2019,9.6199,7.121,-0.741,0
249196.0,-2.5682,0.4166,1.561,10.1658,8.723,-2.347,0
249246.0,-2.4538,0.3448,1.2881,9.9838,7.347,-1.978,0
249296.0,-2.4962,0.2682,1.4078,9.979,8.027,-1.539,0
249346.0,-2.4782,0.4549,1.1349,9.9216,6.518,-2.625,0
249396.0,-2.5487,0.4118,1.561,9.9311,8.925,-2.374,0
249446.0,-2.6044,0.3639,1.1732,10.0221,6.672,-2.08,0
249496.0,-2.5977,0.3543,1.3264,9.9024,7.624,-2.049,0
249546.0,-2.5235,0.2825,1.0439,9.9407,5.992,-1.628,0
249596.0,-2.3291,0.34,1.3408,10.0173,7.619,-1.944,0
249646.0,-2.1923,0.4166,1.2163,9.9838,6.94,-2.389,0
249696.0,-2.3919,0.4262,1.5371,9.9407,8.782,-2.455,0
249746.0,-2.3691,0.4549,1.0965,9.912,6.306,-2.628,0
249796.0,-2.3428,0.3831,1.3982,9.9695,7.978,-2.2,0
249846.0,-2.3843,0.34,1.1684,9.9551,6.69,-1.956,0
249896.0,-2.4193,0.34,1.3791,9.9982,7.849,-1.948,0
249946.0,-2.4509,0.431,1.1109,9.9359,6.374,-2.484,0
249996.0,-2.3569,0.4166,1.3695,9.9311,7.845,-2.402,0
250046.0,-2.3234,0.4022,1.2641,9.9407,7.241,-2.317,0
250096.0,-2.2467,0.4693,1.2929,9.9311,7.409,-2.705,0
250146.0,-2.181,0.3256,1.2163,10.0317,6.909,-1.859,0
250196.0,-2.1967,0.3448,1.4653,10.094,8.255,-1.956,0
250246.0,-2.2444,0.3879,1.2737,9.9024,7.324,-2.243,0
250296.0,-2.2631,0.6177,1.2881,10.0173,7.313,-3.529,0
250346.0,-2.2675,0.4166,1.2546,9.8928,7.221,-2.411,0
250396.0,-2.3156,0.498,1.3503,9.9024,7.755,-2.879,0
250446.0,-2.2973,0.3112,1.2258,10.0317,6.963,-1.777,0
250496.0,-2.1586,0.4693,0.9337,9.9695,5.345,-2.695,0
250546.0,-2.0892,0.5315,1.2594,10.0126,7.159,-3.039,0
250596.0,-2.1855,0.4741,1.2258,9.9264,7.032,-2.734,0
250646.0,-2.2413,0.3783,1.3216,9.8593,7.629,-2.197,0
250696.0,-2.2484,0.5411,1.2498,9.9216,7.169,-3.122,0
250746.0,-2.2511,0.4166,1.2689,10.0461,7.193,-2.375,0
250796.0,-2.2586,0.5171,0.8523,9.8354,4.946,-3.01,0
250846.0,-2.2515,0.6273,1.1253,10.0413,6.382,-3.575,0
250896.0,-2.2339,0.6177,0.9912,10.0892,5.601,-3.504,0
250946.0,-2.1779,0.5315,1.2689,9.9311,7.271,-3.064,0
250996.0,-2.094,0.5124,1.2354,9.912,7.095,-2.959,0
251046.0,-2.1349,0.3831,1.2881,9.9551,7.367,-2.204,0
251096.0,-2.1316,0.5363,1.3024,9.8928,7.489,-3.103,0
251146.0,-2.1169,0.6847,1.0822,10.0796,6.114,-3.886,0
251196.0,-2.1519,0.565,1.0199,9.9742,5.829,-3.242,0
251246.0,-2.2313,0.5555,1.2833,9.9934,7.306,-3.181,0
251296.0,-2.2445,0.5124,1.1109,10.0126,6.323,-2.929,0
251346.0,-2.1713,0.6081,1.3072,10.0126,7.425,-3.476,0
251396.0,-2.1247,0.5602,1.1827,10.0078,6.73,-3.204,0
251446.0,-2.0667,0.4022,0.9816,9.9742,5.616,-2.309,0
251496.0,-2.0338,0.5555,0.7997,9.9503,4.588,-3.195,0
251546.0,-2.1521,0.5938,1.1636,10.0221,6.611,-3.391,0
251596.0,-2.2298,0.6464,1.0391,10.0126,5.913,-3.694,0
251646.0,-2.2495,0.5171,1.3072,9.9838,7.45,-2.965,0
251696.0,-2.2448,0.5555,1.2067,10.0844,6.813,-3.153,0
251746.0,-2.1776,0.5171,0.9146,9.8737,5.285,-2.998,0
251796.0,-2.1173,0.565,0.8045,9.9647,4.608,-3.245,0
251846.0,-2.0613,0.68,1.1588,10.0078,6.59,-3.887,0
251896.0,-2.0443,0.5411,0.9002,9.9168,5.179,-3.123,0
251946.0,-2.1699,0.5986,1.1396,10.003,6.488,-3.424,0
251996.0,-2.1389,0.5267,0.9529,9.9359,5.47,-3.035,0
252046.0,-2.1452,0.6608,0.9385,9.9599,5.371,-3.796,0
252096.0,-2.1384,0.5363,0.7805,9.9359,4.485,-3.09,0
252146.0,-2.2021,0.68,0.8667,10.0413,4.922,-3.874,0
252196.0,-2.0963,0.5411,0.8715,9.9551,4.996,-3.111,0
252246.0,-2.0813,0.6321,1.2258,10.0317,6.953,-3.605,0
252296.0,-2.0226,0.5746,0.8859,9.8785,5.116,-3.329,0
252346.0,-1.9902,0.656,1.3216,9.9647,7.539,-3.767,0
252396.0,-2.0142,0.565,0.7805,9.8928,4.504,-3.269,0
252446.0,-2.0742,0.5555,0.8715,9.9695,4.988,-3.189,0
252496.0,-2.1664,0.5411,0.7805,9.8833,4.509,-3.134,0
252546.0,-2.1315,0.5459,1.1636,9.8881,6.701,-3.16,0
252596.0,-2.1335,0.5124,0.8332,9.8114,4.847,-2.989,0
252646.0,-2.0912,0.6416,1.245,9.7348,7.272,-3.771,0
252696.0,-2.0852,0.5938,0.7183,9.821,4.175,-3.46,0
252746.0,-2.1001,0.5124,0.6033,9.7971,3.519,-2.994,0
252796.0,-2.0777,0.4501,0.7901,9.73,4.637,-2.649,0
252846.0,-2.1118,0.5507,0.8763,9.8785,5.061,-3.191,0
252896.0,-2.187,0.431,0.68,9.9168,3.919,-2.488,0
252946.0,-2.1901,0.6033,1.0151,9.6869,5.971,-3.564,0
252996.0,-2.1739,0.5555,0.8906,9.6343,5.273,-3.3,0
253046.0,-2.2207,0.4405,0.6369,9.7157,3.747,-2.596,0
253096.0,-2.1057,0.5363,0.7805,9.754,4.568,-3.147,0
253146.0,-2.134,0.5555,0.6704,9.9359,3.854,-3.2,0
253196.0,-2.0445,0.4693,0.6416,9.6917,3.783,-2.772,0
253246.0,-2.1004,0.6177,0.7901,9.5912,4.699,-3.685,0
253296.0,-2.0532,0.3496,0.6129,9.6486,3.632,-2.075,0
253346.0,-2.1586,0.4741,0.5555,9.5768,3.315,-2.834,0
253396.0,-2.2217,0.3735,0.8045,9.6199,4.777,-2.223,0
253446.0,-2.1932,0.407,0.7135,9.7157,4.196,-2.399,0
253496.0,-2.1221,0.5124,0.972,9.8497,5.629,-2.978,0
253546.0,-2.1477,0.5171,0.5171,9.4715,3.121,-3.125,0
