-0.029,-0.035,-0.001,-50.55,91.11,0
0.014,-0.023,-0.027,-37.27,-152.16,0
-0.015,0.008,-0.013,22.59,130.78,0
-0.007,0.027,0.009,66.8,39.15,0
0.012,0.008,-0.02,19.15,-149.07,0
0.014,0.001,0.009,2.72,-57.59,0
0.014,-0.033,-0.003,-66.09,-101.75,0
-0.003,-0.002,-0.022,-4.1,173.41,0
0.009,0.018,-0.039,23.7,-166.38,0
0.017,-0.002,-0.025,-3.09,-145.88,0
-0.019,-0.014,0.011,-31.17,59.42,0
0.007,0.006,0.014,19.83,-26.96,0
0.009,-0.002,-0.025,-3.48,-158.98,0
0.026,0.02,-0.008,36.16,-106.48,0
0.014,-0.004,0.004,-15.07,-73.42,0
-0.017,0.008,0.009,22.6,61.94,0
0.012,0.006,-0.005,23.31,-114.36,0
-0.01,0.013,-0.015,35.62,146.88,0
0.021,-0.018,0.033,-25.04,-32.98,0
0.012,0.02,0.021,39.64,-29.37,0
-0.017,-0.009,-0.005,-26.32,107.54,0
0.005,0.01,0.014,35.47,-18.54,0
-0.022,-0.016,0.011,-33.06,62.27,0
-0.003,-0.016,0.038,-22.87,3.87,0
0.014,0.006,0.007,19.62,-65,0
-0,-0.03,0.007,-77.68,1.38,0
-0.015,0.003,-0.041,4.17,160.61,0
-0.024,-0.002,-0.001,-3.79,91.33,0
0.005,-0.014,-0.025,-28.55,-169.3,0
0.007,0.008,0.031,14.28,-12.94,0
-0.026,-0.028,-0.008,-45.34,106.29,0
0.012,0.01,0.004,39.59,-70.3,0
0.002,0.015,0.009,58.51,-13.92,0
0.002,-0.014,0.047,-15.98,-2.7,0
-0.026,-0.002,-0.001,-3.45,91.21,0
0.012,0.027,0.009,61.29,-52.64,0
0.007,-0.004,0.007,-22.46,-46.68,0
0.009,-0.014,0.028,-24.55,-18.48,0
0.024,-0.014,-0.017,-24.76,-126.06,0
-0.012,-0.023,0.014,-51.55,41.31,0
0.014,-0.021,-0.001,-55.58,-92.26,0
0.024,-0.021,0.004,-40.66,-79.92,0
0.012,-0.009,0.028,-16.03,-22.75,0
0.009,0.008,0.019,20.95,-26.86,0
0.007,-0.002,0.045,-2.01,-8.88,0
-0,-0.023,-0.01,-66.34,179.1,0
0.007,0.001,-0.008,4.37,-137.79,0
-0,0.001,0.014,3.31,0.66,0
-0.022,0.015,-0.003,34.69,97.75,0
-0.007,-0.04,0.002,-79.26,75.97,0
0.019,0.003,0.023,6.05,-39.09,0
-0.017,0.006,0.026,10.27,33.28,0
0.009,0.01,-0.003,46.43,-107.41,0
0.014,0.018,0.028,29.1,-26.76,0
-0.015,0.044,0.031,52.37,25.42,0
0.009,0.006,0.031,9.91,-17.12,0
-0.012,-0.011,0.009,-36.47,53.38,0
-0.003,-0.006,0.009,-34.27,15.81,0
0.019,-0.018,0.007,-42.38,-70.78,0
-0.015,-0.011,0.026,-20.69,29.4,0
0.026,-0.038,0.007,-54.25,-75.8,0
-0.01,-0.011,0.007,-43.5,55.77,0
-0.003,0.006,0.002,60.62,54.3,0
0.038,0.001,0.007,1.18,-80.15,0
-0.003,-0.002,0.062,-1.48,2.37,0
-0.01,0.018,0.011,49.49,40.47,0
0.007,0.001,-0.001,6.46,-94.56,0
0.002,-0.004,-0.039,-5.85,-176.71,0
-0,-0.002,0.004,-20.67,2.16,0
-0.005,0.022,0.019,49.27,14.9,0
-0.01,0.025,0.04,30.92,13.63,0
0.021,-0.014,-0.032,-19.54,-145.98,0
0.005,-0.021,0.028,-36.01,-9.33,0
-0.007,-0.033,-0.001,-77.32,94.36,0
0.009,-0.002,0.035,-2.5,-14.92,0
-0.022,0.015,0.002,34.84,85.17,0
-0.015,0.015,-0.029,24.88,153.62,0
-0.003,-0.038,-0.005,-81.02,154.47,0
-0.005,0.013,0.028,24.06,9.96,0
0.005,0.008,-0.041,10.88,-173.6,0
-0.005,0.001,-0.017,2.54,164.06,0
0.002,-0.033,0.021,-57.18,-6.08,0
0.012,0.01,0.033,16.51,-19.72,0
0.017,-0.033,0.011,-58.38,-55.49,0
0.012,-0.035,-0.001,-71.39,-92.71,0
0.026,-0.018,-0.025,-27.11,-133.11,0
0.012,0.022,-0.025,39.4,-154.26,0
0.014,-0.033,0.004,-65.63,-73.42,0
-0.005,-0.021,0.026,-38.33,10.87,0
0.019,0.025,0.007,50.89,-70.78,0
-0.019,-0.016,-0.015,-33.18,127.7,0
0.002,-0.021,-0.022,-43.04,-174.23,0
-0.017,0.008,0.033,12.16,27.17,0
0.009,0.01,0.028,19.25,-18.48,0
-0.015,0.015,-0.025,28.03,149.34,0
-0.022,-0.011,-0.036,-14.75,149.24,0
-0.007,0.001,0.002,6.02,75.97,0
