time_ms,accel_x,accel_y,accel_z,pitch,roll,sync
295780.0,0.011,0.018,0.036,25.01,-16.18,0
295785.0,-0.018,0.022,-0.05,22.9,159.96,0
295790.0,0.003,0.006,0.0,59.22,-83.2,0
295795.0,0.011,-0.009,-0.004,-37.32,-112.62,0
295800.0,0.013,0.027,0.017,51.71,-37.0,0
295805.0,0.02,0.003,0.012,7.89,-58.4,0
295810.0,-0.011,-0.006,0.022,-14.4,26.65,0
295815.0,0.015,-0.006,-0.002,-22.2,-97.41,0
295820.0,-0.001,0.003,-0.004,35.32,161.88,0
295825.0,0.001,0.02,0.01,63.42,-5.48,0
295830.0,0.008,-0.028,-0.021,-50.87,-158.95,0
295835.0,-0.001,0.018,-0.004,75.33,161.88,0
295840.0,0.013,0.025,0.003,61.95,-77.8,0
295845.0,0.034,-0.037,-0.019,-43.64,-118.54,0
295850.0,0.015,0.003,0.027,6.06,-29.82,0
295855.0,0.003,0.018,0.02,41.64,-9.73,0
295860.0,0.015,-0.006,-0.014,-16.91,-132.35,0
295865.0,-0.03,-0.006,-0.026,-9.0,130.69,0
295870.0,0.003,0.02,0.017,48.89,-11.05,0
295875.0,0.008,0.008,-0.045,9.98,-169.77,0
295880.0,0.008,-0.009,-0.004,-43.25,-118.33,0
295885.0,-0.028,0.013,-0.002,24.77,94.11,0
295890.0,0.006,0.015,0.01,52.94,-29.94,0
295895.0,-0.016,0.013,0.015,30.72,46.94,0
295900.0,-0.016,0.01,-0.047,11.8,161.59,0
295905.0,0.001,0.02,0.008,69.12,-7.2,0
295910.0,0.013,0.003,0.02,7.95,-33.47,0
295915.0,0.011,0.02,0.015,47.84,-35.51,0
295920.0,-0.023,0.018,0.039,21.4,30.7,0
295925.0,0.025,0.003,-0.014,6.54,-119.29,0
295930.0,-0.052,0.006,-0.028,5.49,118.72,0
295935.0,0.018,0.01,-0.012,26.29,-123.15,0
295940.0,-0.023,0.006,0.01,12.74,66.54,0
295945.0,0.003,0.006,0.02,15.94,-9.73,0
295950.0,0.006,0.001,-0.009,4.64,-147.95,0
295955.0,-0.016,0.001,-0.014,2.38,131.47,0
295960.0,0.013,-0.03,0.003,-66.38,-77.8,0
295965.0,0.018,-0.021,0.0,-49.39,-88.71,0
295970.0,-0.011,0.003,-0.057,3.22,169.08,0
295975.0,0.008,0.01,-0.026,21.04,-162.58,0
295980.0,-0.009,0.003,0.0,20.77,87.35,0
295985.0,0.001,-0.002,-0.004,-18.65,-167.69,0
295990.0,0.001,0.034,0.015,66.73,-3.71,0
295995.0,-0.025,-0.004,0.024,-6.35,46.19,0
296000.0,-0.009,0.008,-0.021,19.44,157.83,0
296005.0,-0.04,0.008,0.015,10.76,69.62,0
296010.0,0.008,-0.002,-0.007,-8.14,-129.8,0
296015.0,0.006,-0.006,-0.031,-11.4,-169.41,0
296020.0,0.011,0.022,-0.002,64.45,-100.72,0
296025.0,-0.021,0.008,-0.043,9.65,154.25,0
296030.0,-0.006,0.027,0.005,73.42,50.19,0
296035.0,-0.013,-0.002,-0.028,-2.77,154.67,0
296040.0,-0.001,-0.021,-0.028,-36.08,177.1,0
296045.0,-0.013,0.001,0.027,1.68,26.63,0
296050.0,-0.001,0.001,0.022,2.29,3.74,0
296055.0,0.011,0.025,-0.009,60.62,-131.06,0
296060.0,0.003,0.015,-0.014,46.7,-166.5,0
296065.0,0.006,-0.016,0.027,-30.15,-12.13,0
296070.0,-0.001,0.006,-0.012,25.92,172.92,0
296075.0,0.023,0.015,0.0,34.11,-88.98,0
296080.0,-0.004,0.01,0.003,65.6,53.89,0
296085.0,0.011,0.02,0.005,59.62,-63.78,0
296090.0,-0.013,0.027,-0.004,62.6,108.13,0
296095.0,-0.009,0.008,-0.045,9.96,169.18,0
296100.0,0.015,0.001,-0.024,1.79,-146.94,0
296105.0,0.001,0.032,-0.004,82.01,-167.69,0
296110.0,0.003,0.022,-0.004,76.17,-142.63,0
296115.0,0.006,-0.023,-0.028,-38.58,-168.53,0
296120.0,-0.025,-0.004,-0.012,-7.98,114.51,0
296125.0,0.023,0.02,-0.014,37.1,-121.82,0
296130.0,-0.009,0.01,0.015,31.45,30.27,0
296135.0,0.006,0.02,-0.002,73.11,-109.14,0
296140.0,0.044,0.018,0.0,21.82,-89.48,0
296145.0,0.011,0.01,-0.038,14.88,-164.47,0
296150.0,0.008,0.018,0.015,46.29,-28.87,0
296155.0,0.008,0.01,-0.004,48.51,-118.33,0
296160.0,0.032,0.003,-0.002,5.81,-93.56,0
296165.0,-0.013,0.02,0.015,45.13,42.24,0
296170.0,-0.021,0.01,-0.014,22.79,124.15,0
296175.0,-0.004,0.015,0.01,54.97,21.01,0
296180.0,-0.018,0.015,0.0,39.95,88.74,0
296185.0,0.011,0.008,0.01,29.06,-46.56,0
296190.0,-0.006,0.032,0.01,69.82,31.96,0
296195.0,0.003,-0.04,0.02,-63.52,-9.73,0
296200.0,-0.009,-0.016,-0.036,-23.49,166.36,0
296205.0,0.02,0.022,0.041,26.11,-26.07,0
296210.0,-0.009,0.008,0.015,25.24,30.27,0
296215.0,-0.004,0.008,0.005,51.34,36.44,0
296220.0,-0.006,0.034,-0.009,72.13,145.85,0
296225.0,-0.011,0.018,0.008,52.83,55.45,0
296230.0,-0.009,-0.037,-0.012,-68.92,143.32,0
296235.0,-0.009,0.022,-0.004,66.67,116.98,0
296240.0,0.037,0.008,0.015,11.47,-68.18,0
296245.0,-0.006,0.015,0.017,39.86,19.94,0
296250.0,-0.009,-0.016,-0.019,-37.58,155.32,0
