time_s,source,weight_kg,accel_x,accel_y,accel_z,norm_accel,pitch_deg,roll_deg,angle_deg,L_mm,sync
3.066372,video,,,,,,,,1.195149,105.359402,0
3.099703,video,,,,,,,,1.195149,105.359402,0
3.149698,video,,,,,,,,-7.727452,100.240103,0
3.183028,video,,,,,,,,-7.727452,100.240103,0
3.199693,video,,,,,,,,-7.145817,100.107367,0
3.266353,video,,,,,,,,1.591140,105.523673,0
3.283018,video,,,,,,,,1.509526,105.666160,0
3.299683,video,,,,,,,,1.501201,106.251974,0
3.316348,video,,,,,,,,1.511621,105.519707,0
3.383009,video,,,,,,,,-7.229001,100.125697,0
3.416339,video,,,,,,,,1.511621,105.519707,0
3.433004,video,,,,,,,,1.511621,105.519707,0
3.449669,video,,,,,,,,1.107791,106.088831,0
3.466334,video,,,,,,,,-6.896084,100.053644,0
3.482999,video,,,,,,,,1.507436,105.812613,0
3.499664,video,,,,,,,,1.350690,105.658847,0
3.516329,video,,,,,,,,1.191835,105.652347,0
3.532994,video,,,,,,,,1.271265,105.655495,0
3.549659,video,,,,,,,,1.577997,106.402362,0
3.566324,video,,,,,,,,0.876501,105.348808,0
3.616320,video,,,,,,,,0.715167,105.637719,0
3.632985,video,,,,,,,,0.397881,105.485529,0
3.666315,video,,,,,,,,-0.238400,105.630404,0
3.682980,video,,,,,,,,-1.106264,106.235308,0
3.699645,video,,,,,,,,-8.224728,100.362077,0
3.716310,video,,,,,,,,-8.720760,100.491593,0
3.732975,video,,,,,,,,-0.397329,105.632029,0
3.749640,video,,,,,,,,-0.714176,105.784211,0
3.782970,video,,,,,,,,-0.715167,105.637719,0
3.799635,video,,,,,,,,-0.238400,105.630404,0
3.816300,video,,,,,,,,-0.555482,105.780965,0
3.832966,video,,,,,,,,-0.635711,105.635992,0
3.849631,video,,,,,,,,-0.158714,105.776399,0
3.866296,video,,,,,,,,-0.556252,105.634468,0
3.882961,video,,,,,,,,-0.158934,105.629896,0
3.899626,video,,,,,,,,-0.238070,105.776907,0
3.932956,video,,,,,,,,-0.635711,105.635992,0
3.949621,video,,,,,,,,0.079467,105.629591,0
3.966286,video,,,,,,,,0.238400,105.630404,0
3.982951,video,,,,,,,,-0.556252,105.634468,0
3.999616,video,,,,,,,,0.716160,105.491226,0
4.016281,video,,,,,,,,-0.317425,105.777617,0
4.066276,video,,,,,,,,0.797940,105.200179,0
4.082942,video,,,,,,,,0.159155,105.483392,0
4.099607,video,,,,,,,,1.672976,105.381401,0
4.116272,video,,,,,,,,0.159376,105.336889,0
4.132937,video,,,,,,,,-0.161396,104.018357,0
4.149602,video,,,,,,,,0.160267,104.750874,0
4.166267,video,,,,,,,,0.238731,105.483901,0
4.182932,video,,,,,,,,0.711221,106.223690,0
4.199597,video,,,,,,,,0.158934,105.629896,0
4.216262,video,,,,,,,,-0.240737,104.604884,0
4.232927,video,,,,,,,,0.316548,106.070621,0
4.249592,video,,,,,,,,-0.400104,104.899526,0
4.266257,video,,,,,,,,-5.946863,98.983475,0
4.282922,video,,,,,,,,0.079467,105.629591,0
4.299587,video,,,,,,,,0.239396,105.190895,0
4.316253,video,,,,,,,,-0.160267,104.750874,0
4.332918,video,,,,,,,,-0.238731,105.483901,0
4.349583,video,,,,,,,,-0.320532,104.752104,0
4.382913,video,,,,,,,,-0.319193,105.191609,0
4.399578,video,,,,,,,,-0.397329,105.632029,0
4.416243,video,,,,,,,,-0.396779,105.778530,0
4.432908,video,,,,,,,,-0.320085,104.898606,0
4.449573,video,,,,,,,,0.079138,106.069103,0
4.466238,video,,,,,,,,-0.317865,105.631115,0
4.482903,video,,,,,,,,-0.400663,104.753026,0
4.499568,video,,,,,,,,-0.641045,104.757021,0
4.516233,video,,,,,,,,-0.560136,104.901982,0
4.549563,video,,,,,,,,-0.397329,105.632029,0
4.566229,video,,,,,,,,0.158934,105.629896,0
4.599559,video,,,,,,,,0.238400,105.630404,0
4.616224,video,,,,,,,,0.317865,105.631115,0
4.632889,video,,,,,,,,0.791328,106.079119,0
4.666219,video,,,,,,,,0.397329,105.632029,0
4.699549,video,,,,,,,,-5.674226,91.868731,0
4.732879,video,,,,,,,,-1.206895,104.334098,0
4.749544,video,,,,,,,,0.794620,105.639649,0
4.766209,video,,,,,,,,0.560136,104.901982,0
4.782874,video,,,,,,,,0.636594,105.489496,0
4.799539,video,,,,,,,,0.872860,105.788269,0
4.816205,video,,,,,,,,0.872860,105.788269,0
4.832870,video,,,,,,,,0.874070,105.641782,0
4.849535,video,,,,,,,,0.398434,105.339028,0
4.866200,video,,,,,,,,0.794620,105.639649,0
4.932860,video,,,,,,,,0.159376,105.336889,0
4.966190,video,,,,,,,,-0.079577,105.483087,0
4.999520,video,,,,,,,,0.396779,105.778530,0
5.032850,video,,,,,,,,0.556252,105.634468,0
5.066181,video,,,,,,,,0.793520,105.786139,0
5.082846,video,,,,,,,,1.107791,106.088831,0
5.099511,video,,,,,,,,0.238731,105.483901,0
5.116176,video,,,,,,,,0.317865,105.631115,0
5.132841,video,,,,,,,,0.872860,105.788269,0
5.149506,video,,,,,,,,0.557025,105.487970,0
5.216166,video,,,,,,,,0.794620,105.639649,0
5.232831,video,,,,,,,,1.032960,105.646658,0
5.249496,video,,,,,,,,0.872860,105.788269,0
5.266161,video,,,,,,,,0.872860,105.788269,0
5.282826,video,,,,,,,,0.715167,105.637719,0
5.299492,video,,,,,,,,0.716160,105.491226,0
5.316157,video,,,,,,,,1.983134,105.839385,0
5.332822,video,,,,,,,,-0.158934,105.629896,0
5.349487,video,,,,,,,,1.190184,105.798819,0
5.382817,video,,,,,,,,0.557025,105.487970,0
5.416147,video,,,,,,,,1.034395,105.500178,0
5.432812,video,,,,,,,,0.318307,105.484613,0
5.449477,video,,,,,,,,0.238400,105.630404,0
5.482807,video,,,,,,,,-0.079577,105.483087,0
5.499472,video,,,,,,,,-0.715167,105.637719,0
5.516137,video,,,,,,,,-0.716160,105.491226,0
5.532802,video,,,,,,,,-1.031530,105.793139,0
5.549468,video,,,,,,,,-0.239396,105.190895,0
5.566133,video,,,,,,,,-0.875284,105.495295,0
5.582798,video,,,,,,,,-0.556252,105.634468,0
5.599463,video,,,,,,,,-0.555482,105.780965,0
5.616128,video,,,,,,,,-0.711221,106.223690,0
5.632793,video,,,,,,,,-0.712204,106.077197,0
5.649458,video,,,,,,,,6.395837,99.951910,0
5.666123,video,,,,,,,,-1.195149,105.359402,0
5.682788,video,,,,,,,,-1.281929,104.776689,0
5.699453,video,,,,,,,,-1.112400,105.649401,0
5.716118,video,,,,,,,,-1.037275,105.207217,0
5.732783,video,,,,,,,,-0.316548,106.070621,0
5.749448,video,,,,,,,,-1.121732,104.770543,0
5.766113,video,,,,,,,,-1.035833,105.353698,0
5.782778,video,,,,,,,,-0.158934,105.629896,0
5.799444,video,,,,,,,,-0.637479,105.343001,0
5.816109,video,,,,,,,,-0.796830,105.346669,0
5.832774,video,,,,,,,,-0.635711,105.635992,0
5.849439,video,,,,,,,,-0.318307,105.484613,0
5.866104,video,,,,,,,,-0.556252,105.634468,0
5.882769,video,,,,,,,,-1.041627,104.767777,0
5.899434,video,,,,,,,,-0.637479,105.343001,0
5.916099,video,,,,,,,,-0.797940,105.200179,0
5.932764,video,,,,,,,,-0.800168,104.907199,0
5.949429,video,,,,,,,,-0.716160,105.491226,0
5.966094,video,,,,,,,,-0.396779,105.778530,0
5.982759,video,,,,,,,,-0.553183,106.220457,0
5.999424,video,,,,,,,,-0.557025,105.487970,0
6.016089,video,,,,,,,,-0.637479,105.343001,0
6.032754,video,,,,,,,,-0.558576,105.194976,0
6.049420,video,,,,,,,,-0.397329,105.632029,0
6.066085,video,,,,,,,,-0.716160,105.491226,0
6.082750,video,,,,,,,,0.079357,105.776095,0
6.099415,video,,,,,,,,-0.079357,105.776095,0
6.116080,video,,,,,,,,-0.397329,105.632029,0
6.132745,video,,,,,,,,0.079357,105.776095,0
6.149410,video,,,,,,,,-0.634830,105.782487,0
6.166075,video,,,,,,,,-0.714176,105.784211,0
6.182740,video,,,,,,,,-0.795724,105.493159,0
6.199405,video,,,,,,,,-0.876501,105.348808,0
6.216070,video,,,,,,,,-0.795724,105.493159,0
6.232735,video,,,,,,,,-1.034395,105.500178,0
6.249400,video,,,,,,,,-1.115493,105.356448,0
6.266065,video,,,,,,,,-1.117046,105.209972,0
6.282730,video,,,,,,,,-0.875284,105.495295,0
6.299396,video,,,,,,,,-0.720160,104.905255,0
6.316061,video,,,,,,,,-1.121732,104.770543,0
6.332726,video,,,,,,,,-1.115493,105.356448,0
6.349391,video,,,,,,,,-1.037275,105.207217,0
6.366056,video,,,,,,,,-0.796830,105.346669,0
6.382721,video,,,,,,,,-1.117046,105.209972,0
6.399386,video,,,,,,,,-1.535063,103.908731,0
6.416051,video,,,,,,,,-1.121732,104.770543,0
6.432716,video,,,,,,,,-0.720160,104.905255,0
6.449381,video,,,,,,,,-1.373543,103.901294,0
6.466046,video,,,,,,,,-0.637479,105.343001,0
6.482711,video,,,,,,,,-1.123303,104.624067,0
6.499376,video,,,,,,,,-0.801287,104.760709,0
6.516041,video,,,,,,,,-0.801287,104.760709,0
6.532707,video,,,,,,,,-0.239063,105.337398,0
6.549372,video,,,,,,,,0.079357,105.776095,0
6.566037,video,,,,,,,,-0.238731,105.483901,0
6.582702,video,,,,,,,,-0.159376,105.336889,0
6.599367,video,,,,,,,,0.874070,105.641782,0
6.616032,video,,,,,,,,-0.808067,103.881771,0
6.632697,video,,,,,,,,0.238731,105.483901,0
6.649362,video,,,,,,,,0.238400,105.630404,0
6.666027,video,,,,,,,,0.315242,106.510127,0
6.699357,video,,,,,,,,-0.080359,104.457559,0
6.732687,video,,,,,,,,-0.238400,105.630404,0
6.749352,video,,,,,,,,0.079357,105.776095,0
6.782683,video,,,,,,,,0.238731,105.483901,0
6.799348,video,,,,,,,,-0.158714,105.776399,0
6.849343,video,,,,,,,,-0.158934,105.629896,0
6.866008,video,,,,,,,,-0.158275,106.069407,0
6.882673,video,,,,,,,,-0.079577,105.483087,0
6.899338,video,,,,,,,,-0.158057,106.215910,0
6.916003,video,,,,,,,,-0.158275,106.069407,0
6.932668,video,,,,,,,,-0.079029,106.215607,0
6.949333,video,,,,,,,,0.079357,105.776095,0
6.965998,video,,,,,,,,-0.158714,105.776399,0
6.982663,video,,,,,,,,-0.079357,105.776095,0
6.999328,video,,,,,,,,-0.079688,105.336583,0
7.032659,video,,,,,,,,-0.715167,105.637719,0
7.065989,video,,,,,,,,0.553183,106.220457,0
7.082654,video,,,,,,,,-0.794620,105.639649,0
7.115984,video,,,,,,,,-0.634830,105.782487,0
7.132649,video,,,,,,,,0.552422,106.366954,0
7.165979,video,,,,,,,,0.636594,105.489496,0
7.199309,video,,,,,,,,8.117247,92.343761,0
7.215974,video,,,,,,,,-0.159155,105.483392,0
7.249304,video,,,,,,,,8.027238,92.323189,0
7.265969,video,,,,,,,,0.320532,104.752104,0
7.282635,video,,,,,,,,1.271265,105.655495,0
7.349295,video,,,,,,,,1.672976,105.381401,0
7.365960,video,,,,,,,,1.196813,105.212930,0
7.399290,video,,,,,,,,1.274800,105.362559,0
7.415955,video,,,,,,,,1.195149,105.359402,0
7.449285,video,,,,,,,,1.276575,105.216092,0
7.465950,video,,,,,,,,1.113944,105.502924,0
7.482615,video,,,,,,,,1.190184,105.798819,0
7.515945,video,,,,,,,,1.034395,105.500178,0
7.532611,video,,,,,,,,0.874070,105.641782,0
7.549276,video,,,,,,,,1.745315,105.825088,0
7.565941,video,,,,,,,,0.636594,105.489496,0
7.582606,video,,,,,,,,0.793520,105.786139,0
7.599271,video,,,,,,,,0.715167,105.637719,0
7.615936,video,,,,,,,,1.031530,105.793139,0
7.632601,video,,,,,,,,0.239063,105.337398,0
7.649266,video,,,,,,,,-0.633077,106.075477,0
7.682596,video,,,,,,,,-0.079357,105.776095,0
7.699261,video,,,,,,,,0.233541,107.827947,0
7.715926,video,,,,,,,,-0.794620,105.639649,0
7.732591,video,,,,,,,,-0.158714,105.776399,0
7.765922,video,,,,,,,,-0.714176,105.784211,0
7.782587,video,,,,,,,,-0.158934,105.629896,0
7.799252,video,,,,,,,,0.235461,106.948930,0
7.815917,video,,,,,,,,-0.079799,105.190079,0
7.832582,video,,,,,,,,0.317865,105.631115,0
7.849247,video,,,,,,,,7.613573,117.211100,0
7.865912,video,,,,,,,,0.317425,105.777617,0
7.882577,video,,,,,,,,0.238731,105.483901,0
7.915907,video,,,,,,,,0.795724,105.493159,0
7.932572,video,,,,,,,,0.558576,105.194976,0
7.949237,video,,,,,,,,0.638367,105.196506,0
7.965902,video,,,,,,,,1.747734,105.678651,0
7.982567,video,,,,,,,,-6.145340,99.903905,0
7.999232,video,,,,,,,,0.796830,105.346669,0
8.015898,video,,,,,,,,0.238731,105.483901,0
8.049228,video,,,,,,,,0.715167,105.637719,0
8.082558,video,,,,,,,,0.715167,105.637719,0
8.099223,video,,,,,,,,8.027238,92.323189,0
8.115888,video,,,,,,,,-0.079688,105.336583,0
8.165883,video,,,,,,,,0.079577,105.483087,0
8.182548,video,,,,,,,,0.237412,106.069913,0
8.199213,video,,,,,,,,0.239396,105.190895,0
8.215878,video,,,,,,,,-0.079029,106.215607,0
8.232543,video,,,,,,,,-0.557025,105.487970,0
8.249208,video,,,,,,,,-1.040172,104.914257,0
8.265874,video,,,,,,,,-1.034395,105.500178,0
8.282539,video,,,,,,,,-0.553183,106.220457,0
8.299204,video,,,,,,,,-0.797940,105.200179,0
8.315869,video,,,,,,,,-0.555482,105.780965,0
8.332534,video,,,,,,,,-0.553947,106.073959,0
8.349199,video,,,,,,,,-1.602261,104.791437,0
8.365864,video,,,,,,,,-1.689414,104.356313,0
8.382529,video,,,,,,,,-1.196813,105.212930,0
8.399194,video,,,,,,,,-1.193489,105.505874,0
8.415859,video,,,,,,,,-1.602261,104.791437,0
8.432524,video,,,,,,,,-1.115493,105.356448,0
8.449189,video,,,,,,,,-1.193489,105.505874,0
8.465854,video,,,,,,,,-1.113944,105.502924,0
8.482519,video,,,,,,,,-1.193489,105.505874,0
8.499184,video,,,,,,,,-1.365840,104.487143,0
8.515850,video,,,,,,,,-1.205203,104.480570,0
8.532515,video,,,,,,,,-1.041627,104.767777,0
8.549180,video,,,,,,,,-0.238400,105.630404,0
8.565845,video,,,,,,,,-0.079577,105.483087,0
8.582510,video,,,,,,,,-0.400663,104.753026,0
8.599175,video,,,,,,,,0.159155,105.483392,0
8.615840,video,,,,,,,,0.080134,104.750567,0
8.632505,video,,,,,,,,-0.080246,104.604063,0
8.649170,video,,,,,,,,0.875284,105.495295,0
8.665835,video,,,,,,,,0.877722,105.202321,0
8.682500,video,,,,,,,,1.503273,106.105521,0
8.699165,video,,,,,,,,0.794620,105.639649,0
8.715830,video,,,,,,,,1.120166,104.917019,0
8.749160,video,,,,,,,,0.874070,105.641782,0
8.765826,video,,,,,,,,1.032960,105.646658,0
8.782491,video,,,,,,,,1.600025,104.937884,0
8.799156,video,,,,,,,,2.306500,105.568513,0
8.815821,video,,,,,,,,8.566682,92.450037,0
8.832486,video,,,,,,,,1.513723,105.373254,0
8.849151,video,,,,,,,,1.513723,105.373254,0
8.865816,video,,,,,,,,1.115493,105.356448,0
8.915811,video,,,,,,,,1.274800,105.362559,0
8.965806,video,,,,,,,,0.556252,105.634468,0
8.982471,video,,,,,,,,0.791328,106.079119,0
8.999137,video,,,,,,,,0.555482,105.780965,0
9.015802,video,,,,,,,,0.158714,105.776399,0
9.032467,video,,,,,,,,-1.501201,106.251974,0
9.049132,video,,,,,,,,-0.392431,106.950535,0
9.065797,video,,,,,,,,-0.395137,106.218032,0
9.082462,video,,,,,,,,-0.711221,106.223690,0
9.099127,video,,,,,,,,-2.544804,105.587115,0
9.149122,video,,,,,,,,-0.158714,105.776399,0
9.165787,video,,,,,,,,-0.712204,106.077197,0
9.182452,video,,,,,,,,-0.710242,106.370183,0
9.215782,video,,,,,,,,-0.315676,106.363625,0
9.232447,video,,,,,,,,-2.144610,105.703528,0
9.249113,video,,,,,,,,0.394593,106.364533,0
9.265778,video,,,,,,,,0.712204,106.077197,0
9.349103,video,,,,,,,,1.733319,106.557271,0
9.365768,video,,,,,,,,1.265999,106.094900,0
9.432428,video,,,,,,,,0.636594,105.489496,0
9.449093,video,,,,,,,,0.560136,104.901982,0
9.465758,video,,,,,,,,0.637479,105.343001,0
9.482423,video,,,,,,,,0.557799,105.341473,0
9.499089,video,,,,,,,,0.557025,105.487970,0
9.515754,video,,,,,,,,0.160717,104.457867,0
9.549084,video,,,,,,,,0.557025,105.487970,0
9.565749,video,,,,,,,,0.238731,105.483901,0
9.582414,video,,,,,,,,0.158714,105.776399,0
9.615744,video,,,,,,,,-0.159155,105.483392,0
9.632409,video,,,,,,,,-0.402351,104.313524,0
9.649074,video,,,,,,,,-0.796830,105.346669,0
9.665739,video,,,,,,,,-1.043085,104.621297,0
9.682404,video,,,,,,,,0.237412,106.069913,0
9.699069,video,,,,,,,,-0.556252,105.634468,0
9.715734,video,,,,,,,,-0.402351,104.313524,0
9.732399,video,,,,,,,,-0.318307,105.484613,0
9.749065,video,,,,,,,,-0.720160,104.905255,0
9.765730,video,,,,,,,,-0.320085,104.898606,0
9.782395,video,,,,,,,,-0.318307,105.484613,0
9.799060,video,,,,,,,,-0.317865,105.631115,0
9.815725,video,,,,,,,,-0.240065,104.897890,0
9.832390,video,,,,,,,,-0.721168,104.758763,0
9.849055,video,,,,,,,,-0.079799,105.190079,0
9.865720,video,,,,,,,,0.315676,106.363625,0
9.882385,video,,,,,,,,-0.239396,105.190895,0
9.899050,video,,,,,,,,-0.080022,104.897071,0
9.915715,video,,,,,,,,0.793520,105.786139,0
9.932380,video,,,,,,,,0.317425,105.777617,0
9.949045,video,,,,,,,,0.794620,105.639649,0
9.965710,video,,,,,,,,0.079577,105.483087,0
9.982376,video,,,,,,,,-0.801287,104.760709,0
9.999041,video,,,,,,,,-0.158934,105.629896,0
10.015706,video,,,,,,,,0.239396,105.190895,0
10.032371,video,,,,,,,,-0.555482,105.780965,0
10.049036,video,,,,,,,,-0.643746,104.317536,0
10.065701,video,,,,,,,,-0.238400,105.630404,0
10.082366,video,,,,,,,,-0.400663,104.753026,0
10.099031,video,,,,,,,,-1.041627,104.767777,0
10.115696,video,,,,,,,,-0.716160,105.491226,0
10.132361,video,,,,,,,,-0.400663,104.753026,0
10.149026,video,,,,,,,,-0.556252,105.634468,0
10.165691,video,,,,,,,,-0.875284,105.495295,0
10.182356,video,,,,,,,,-1.115493,105.356448,0
10.199021,video,,,,,,,,-1.203516,104.627042,0
10.215686,video,,,,,,,,-1.121732,104.770543,0
10.232352,video,,,,,,,,-1.041627,104.767777,0
10.249017,video,,,,,,,,-1.121732,104.770543,0
10.265682,video,,,,,,,,-0.635711,105.635992,0
10.282347,video,,,,,,,,-0.715167,105.637719,0
10.299012,video,,,,,,,,-0.397881,105.485529,0
10.315677,video,,,,,,,,-0.400663,104.753026,0
10.332342,video,,,,,,,,-0.715167,105.637719,0
10.349007,video,,,,,,,,-0.720160,104.905255,0
10.365672,video,,,,,,,,-0.637479,105.343001,0
10.399002,video,,,,,,,,0.158714,105.776399,0
10.415667,video,,,,,,,,0.236758,106.362918,0
10.432332,video,,,,,,,,0.318749,105.338111,0
10.465662,video,,,,,,,,0.557025,105.487970,0
10.498993,video,,,,,,,,1.115493,105.356448,0
10.515658,video,,,,,,,,0.079688,105.336583,0
10.532323,video,,,,,,,,0.635711,105.635992,0
10.548988,video,,,,,,,,0.795724,105.493159,0
10.565653,video,,,,,,,,0.637479,105.343001,0
10.615648,video,,,,,,,,0.238731,105.483901,0
10.632313,video,,,,,,,,0.317865,105.631115,0
10.648978,video,,,,,,,,-0.635711,105.635992,0
10.665643,video,,,,,,,,-0.158934,105.629896,0
10.682308,video,,,,,,,,-1.120166,104.917019,0
10.698973,video,,,,,,,,-0.318749,105.338111,0
10.715638,video,,,,,,,,-0.557025,105.487970,0
10.732304,video,,,,,,,,-0.715167,105.637719,0
10.748969,video,,,,,,,,-1.271265,105.655495,0
10.765634,video,,,,,,,,-1.507436,105.812613,0
10.782299,video,,,,,,,,-0.078920,106.362111,0
10.798964,video,,,,,,,,-0.395683,106.071531,0
10.815629,video,,,,,,,,-1.668337,105.674285,0
10.832294,video,,,,,,,,-1.588935,105.670121,0
10.848959,video,,,,,,,,-0.872860,105.788269,0
10.865624,video,,,,,,,,0.315676,106.363625,0
10.882289,video,,,,,,,,-0.711221,106.223690,0
10.898954,video,,,,,,,,-1.360119,104.926531,0
10.915619,video,,,,,,,,-0.159376,105.336889,0
10.932284,video,,,,,,,,-0.317865,105.631115,0
10.948949,video,,,,,,,,0.237412,106.069913,0
10.982280,video,,,,,,,,0.239063,105.337398,0
10.998945,video,,,,,,,,0.238400,105.630404,0
11.015610,video,,,,,,,,0.793520,105.786139,0
11.032275,video,,,,,,,,0.802409,104.614219,0
11.065605,video,,,,,,,,0.795724,105.493159,0
11.082270,video,,,,,,,,-6.145340,99.903905,0
11.098935,video,,,,,,,,1.113944,105.502924,0
11.115600,video,,,,,,,,1.271265,105.655495,0
11.132265,video,,,,,,,,1.280140,104.923156,0
11.148930,video,,,,,,,,1.738097,106.264397,0
11.165595,video,,,,,,,,1.591140,105.523673,0
11.182260,video,,,,,,,,1.511621,105.519707,0
11.198925,video,,,,,,,,1.661428,106.113612,0
11.215591,video,,,,,,,,1.511621,105.519707,0
11.232256,video,,,,,,,,1.121732,104.770543,0
11.248921,video,,,,,,,,1.352566,105.512384,0
