time_ms,accel_x,accel_y,accel_z,pitch,roll,sync
2664532.0,0.021,0.01,-0.041,11.77,-153.39,0
2664537.0,-0.015,-0.002,-0.039,-3.16,158.77,0
2664542.0,0.004,0.024,0.016,55.47,-13.97,0
2664547.0,0.011,0.034,0.042,37.48,-14.77,0
2664552.0,-0.001,0.029,0.018,57.36,2.48,0
2664557.0,-0.03,0.019,-0.029,24.76,134.92,0
2664562.0,0.006,0.002,0.014,9.33,-25.07,0
2664567.0,-0.01,0.024,0.016,51.51,32.89,0
2664572.0,-0.001,-0.007,0.023,-17.0,1.97,0
2664577.0,0.023,0.024,0.026,34.83,-42.1,0
2664582.0,-0.032,0.005,-0.013,8.07,111.68,0
2664587.0,-0.041,0.017,-0.017,20.5,112.84,0
2664592.0,0.009,0.019,0.009,57.04,-44.74,0
2664597.0,-0.003,-0.029,0.057,-26.75,3.22,0
2664602.0,0.018,0.017,0.006,40.87,-70.6,0
2664607.0,-0.02,0.034,-0.039,37.47,152.92,0
2664612.0,0.011,0.024,-0.013,54.86,-138.64,0
2664617.0,-0.003,0.005,0.011,22.6,15.84,0
2664622.0,-0.008,-0.002,-0.003,-15.12,111.31,0
2664627.0,0.016,-0.017,0.016,-36.39,-44.86,0
2664632.0,0.011,0.005,0.069,4.0,-9.24,0
2664637.0,-0.008,0.005,-0.015,15.92,152.12,0
2664642.0,0.014,-0.002,-0.034,-3.6,-158.38,0
2664647.0,0.028,-0.002,-0.017,-4.02,-122.04,0
2664652.0,0.011,-0.002,0.014,-7.48,-39.31,0
2664657.0,-0.006,-0.002,0.002,-21.64,73.3,0
2664662.0,-0.022,-0.012,-0.02,-21.68,131.65,0
2664667.0,0.004,0.026,0.016,57.96,-13.97,0
2664672.0,0.006,-0.014,-0.022,-31.66,-164.0,0
2664677.0,0.004,-0.007,0.023,-16.77,-9.75,0
2664682.0,0.011,0.01,0.009,34.11,-51.59,0
2664687.0,-0.006,-0.019,0.016,-48.31,19.2,0
2664692.0,0.002,0.012,-0.015,38.47,-173.96,0
2664697.0,0.002,0.005,0.009,28.41,-10.21,0
2664702.0,-0.013,0.029,-0.013,58.0,134.82,0
2664707.0,0.004,0.0,0.009,0.47,-24.25,0
2664712.0,0.006,-0.007,0.028,-13.89,-12.84,0
2664717.0,0.009,0.026,0.045,30.07,-11.09,0
2664722.0,-0.008,0.002,-0.017,7.34,155.46,0
2664727.0,-0.022,0.017,-0.029,24.49,142.81,0
2664732.0,-0.013,-0.005,-0.034,-7.34,159.55,0
2664737.0,0.018,-0.007,0.021,-14.35,-41.39,0
2664742.0,-0.006,-0.017,0.028,-30.28,11.28,0
2664747.0,0.009,-0.019,0.014,-49.61,-32.75,0
2664752.0,0.002,0.038,-0.02,62.55,-175.41,0
2664757.0,-0.039,-0.024,-0.008,-30.88,101.42,0
2664762.0,0.023,-0.026,0.018,-41.59,-51.46,0
2664767.0,0.004,-0.002,0.028,-4.68,-8.11,0
2664772.0,0.028,0.012,0.03,16.27,-42.57,0
2664777.0,-0.018,0.019,-0.008,44.97,114.23,0
2664782.0,0.002,-0.009,-0.046,-11.61,-178.02,0
2664787.0,0.002,0.005,-0.006,40.33,-163.84,0
2664792.0,0.004,0.031,0.023,52.94,-9.75,0
2664797.0,-0.039,0.012,0.004,17.04,84.06,0
2664802.0,0.006,-0.024,-0.006,-70.54,-130.78,0
2664807.0,-0.049,-0.017,-0.034,-15.66,125.12,0
2664812.0,-0.015,0.017,-0.049,18.3,162.67,0
2664817.0,-0.018,0.036,0.014,58.29,52.14,0
2664822.0,-0.003,0.007,-0.017,22.23,169.65,0
2664827.0,-0.01,0.022,0.004,62.74,68.58,0
2664832.0,-0.015,0.012,0.047,13.67,17.82,0
2664837.0,0.004,0.007,0.014,27.06,-16.3,0
2664842.0,-0.039,-0.007,0.023,-8.88,59.3,0
2664847.0,0.021,0.012,0.004,29.68,-78.9,0
2664852.0,-0.02,0.002,-0.013,5.97,122.46,0
2664857.0,0.016,0.002,0.021,5.39,-37.46,0
2664862.0,-0.001,0.034,0.023,55.33,1.97,0
2664867.0,-0.018,0.046,0.052,39.73,18.67,0
2664872.0,-0.006,-0.002,-0.027,-4.79,168.33,0
2664877.0,-0.018,0.005,-0.07,3.85,165.95,0
